Nom_client,Prénom,RIB,Numéro de compte,CIN,Solde,Consultation opérations,Agence,Date,VL,Nombre dactions
GHRABI,Mohamed,96860088382657840297,21456237365,88505744,63647.804,souscription,LAC II,2018-05-10,108.614,586
GOUA,Lotfi,57270884935649826994,80924685263,83982712,30519.827,souscription,MONTPLAISIR,2025-03-11,102.073,299
GOUA,Lotfi,57270884935649826994,80924685263,83982712,12730.5,rachat,MONTPLAISIR,2020-08-26,110.7,115
GOUA,Lotfi,57270884935649826994,80924685263,83982712,19005.544,rachat,MONTPLAISIR,2021-09-28,103.291,184
GOUA,Lotfi,57270884935649826994,80924685263,83982712,97755.042,souscription,MONTPLAISIR,2017-12-13,105.567,926
GOUA,Lotfi,57270884935649826994,80924685263,83982712,39034.58,rachat,MONTPLAISIR,2025-01-30,103.54,377
GUERCHIR,Borhane,46475481072697598694,91342059180,64812944,0.0,rachat,BEJA,2024-03-20,100.027,0
GUERCHIR,Borhane,46475481072697598694,91342059180,64812944,0.0,rachat,BEJA,2016-03-29,106.45,0
GUERCHIR,Borhane,46475481072697598694,91342059180,64812944,0.0,rachat,BEJA,2016-06-18,103.371,0
GUERCHIR,Borhane,46475481072697598694,91342059180,64812944,0.0,rachat,BEJA,2015-05-03,101.903,0
GUERCHIR,Borhane,46475481072697598694,91342059180,64812944,19677.315,souscription,BEJA,2022-02-13,101.955,193
GUEZA,Mohamed,03659007346796139098,98058491408,70384952,75662.91,souscription,MONTPLAISIR,2020-08-08,103.79,729
GUEZA,Mohamed,03659007346796139098,98058491408,70384952,37482.06,rachat,MONTPLAISIR,2020-08-29,102.41,366
GUEZA,Mohamed,03659007346796139098,98058491408,70384952,25789.0,rachat,MONTPLAISIR,2023-10-01,103.156,250
GUEZA,Mohamed,03659007346796139098,98058491408,70384952,83320.685,souscription,MONTPLAISIR,2019-04-15,106.141,785
Gabsi,Riadh,40645629245840349946,30900030136,89610064,0.0,rachat,MOKNINE,2025-12-22,103.447,0
Gabsi,Riadh,40645629245840349946,30900030136,89610064,0.0,rachat,MOKNINE,2022-04-24,104.63,0
Gabsi,Riadh,40645629245840349946,30900030136,89610064,5010.55,souscription,MOKNINE,2019-03-24,100.211,50
Gabsi,Riadh,40645629245840349946,30900030136,89610064,47120.056,souscription,MOKNINE,2025-05-09,101.116,466
Gabsi,Riadh,40645629245840349946,30900030136,89610064,52288.86,rachat,MOKNINE,2023-07-07,101.335,516
Gallagher,Meryem,13113569229521740297,64339799999,55597939,16587.324,souscription,MONASTIR,2021-07-10,106.329,156
Gallagher,Meryem,13113569229521740297,64339799999,55597939,16936.452,rachat,MONASTIR,2015-03-04,108.567,156
Gallagher,Meryem,13113569229521740297,64339799999,55597939,0.0,rachat,MONASTIR,2023-06-24,106.043,0
Gallagher,Meryem,13113569229521740297,64339799999,55597939,103403.385,souscription,MONASTIR,2014-06-21,103.923,995
Gallagher,Meryem,13113569229521740297,64339799999,55597939,31389.072,souscription,MONASTIR,2023-03-29,109.752,286
Gargouri,Chirine,99952470064408049837,50545460250,57227770,0.0,rachat,MONASTIR,2017-03-30,103.603,0
Gargouri,Chirine,99952470064408049837,50545460250,57227770,0.0,rachat,MONASTIR,2024-07-13,107.715,0
Gargouri,Chirine,99952470064408049837,50545460250,57227770,0.0,rachat,MONASTIR,2014-10-23,105.229,0
Gargouri,Chirine,99952470064408049837,50545460250,57227770,0.0,rachat,MONASTIR,2014-06-20,108.728,0
Gargouri,Chirine,99952470064408049837,50545460250,57227770,0.0,rachat,MONASTIR,2017-08-07,102.128,0
Ghariani,Khaled,53956896501089986153,34583501739,1355071,10746.093,souscription,KAIROUAN,2023-07-07,104.331,103
Ghariani,Khaled,53956896501089986153,34583501739,1355071,10585.001,rachat,KAIROUAN,2021-01-23,102.767,103
Ghariani,Khaled,53956896501089986153,34583501739,1355071,0.0,rachat,KAIROUAN,2024-08-16,101.946,0
Ghariani,Khaled,53956896501089986153,34583501739,1355071,53586.016,souscription,KAIROUAN,2024-05-16,103.648,517
Ghariani,Khaled,53956896501089986153,34583501739,1355071,37865.456,rachat,KAIROUAN,2018-09-03,110.074,344
Ghassoub,الحسن,67007347493546963423,94110712130,37916452,0.0,rachat,KRAM,2021-07-08,107.736,0
Ghassoub,الحسن,67007347493546963423,94110712130,37916452,1244.58,souscription,KRAM,2020-12-29,103.715,12
Ghassoub,الحسن,67007347493546963423,94110712130,37916452,61600.86,souscription,KRAM,2025-06-17,100.164,615
Ghassoub,الحسن,67007347493546963423,94110712130,37916452,5537.5,rachat,KRAM,2023-06-12,110.75,50
Ghassoub,الحسن,67007347493546963423,94110712130,37916452,94481.952,souscription,KRAM,2025-02-10,107.488,879
Ghoulam,Nizar,58997078594558318198,48907085074,46963417,34415.327,souscription,BIZERTE,2015-08-15,106.549,323
Ghoulam,Nizar,58997078594558318198,48907085074,46963417,33163.379,rachat,BIZERTE,2014-02-25,102.673,323
Ghoulam,Nizar,58997078594558318198,48907085074,46963417,0.0,rachat,BIZERTE,2018-01-03,108.025,0
Ghoulam,Nizar,58997078594558318198,48907085074,46963417,57997.444,souscription,BIZERTE,2019-07-15,109.636,529
Ghoulam,Nizar,58997078594558318198,48907085074,46963417,16205.26,souscription,BIZERTE,2022-01-04,109.495,148
Ghribi,Mohamed,18472617643048938138,52593255187,9598608,0.0,rachat,ARIANA,2023-01-24,101.152,0
Ghribi,Mohamed,18472617643048938138,52593255187,9598608,0.0,rachat,ARIANA,2017-11-22,109.821,0
Ghribi,Mohamed,18472617643048938138,52593255187,9598608,0.0,rachat,ARIANA,2021-07-15,103.791,0
Ghribi,Mohamed,18472617643048938138,52593255187,9598608,0.0,rachat,ARIANA,2022-05-30,100.646,0
Goubantini,Wafa,77677796033495315776,73761493204,58158356,0.0,rachat,JENDOUBA,2023-06-25,109.419,0
Goubantini,Wafa,77677796033495315776,73761493204,58158356,100502.98,souscription,JENDOUBA,2024-01-02,101.93,986
Goubantini,Wafa,77677796033495315776,73761493204,58158356,34842.465,souscription,JENDOUBA,2024-01-06,110.611,315
Goubantini,Wafa,77677796033495315776,73761493204,58158356,43017.393,souscription,JENDOUBA,2023-05-01,105.177,409
Goubantini,Wafa,77677796033495315776,73761493204,58158356,64730.68,souscription,JENDOUBA,2014-09-12,107.17,604
Guellali,Chams,90681949355113086622,61462302894,82009568,0.0,rachat,SFAX II,2015-02-19,106.826,0
Guellali,Chams,90681949355113086622,61462302894,82009568,0.0,rachat,SFAX II,2015-04-03,104.977,0
Guellali,Chams,90681949355113086622,61462302894,82009568,0.0,rachat,SFAX II,2017-09-08,102.752,0
Guellali,Chams,90681949355113086622,61462302894,82009568,0.0,rachat,SFAX II,2020-09-16,107.125,0
Guellali,Chams,90681949355113086622,61462302894,82009568,0.0,rachat,SFAX II,2025-10-25,100.138,0
Guemmadi,Zina,56229874590903161914,90522600927,10098553,52183.635,souscription,EL MENZAH 4,2024-12-09,106.715,489
Guemmadi,Zina,56229874590903161914,90522600927,10098553,41026.7,souscription,EL MENZAH 4,2019-12-26,107.965,380
Guemmadi,Zina,56229874590903161914,90522600927,10098553,81225.249,rachat,EL MENZAH 4,2023-12-05,104.537,777
Guemmadi,Zina,56229874590903161914,90522600927,10098553,19090.575,souscription,EL MENZAH 4,2017-06-30,109.089,175
Guemmadi,Zina,56229874590903161914,90522600927,10098553,15999.672,rachat,EL MENZAH 4,2024-09-03,105.261,152
HABA,Mohamed,29983681182845178155,82910126141,533282,29033.004,souscription,KRAM,2019-11-14,101.514,286
HABA,Mohamed,29983681182845178155,82910126141,533282,8790.154,souscription,KRAM,2023-06-29,107.197,82
HABA,Mohamed,29983681182845178155,82910126141,533282,24181.05,souscription,KRAM,2017-08-09,105.135,230
HABA,Mohamed,29983681182845178155,82910126141,533282,65000.271,rachat,KRAM,2025-06-14,110.733,587
HADDAD,Mohamed,53326219737048035972,80716591236,66121577,0.0,rachat,MONASTIR,2024-10-03,110.75,0
HADDAD,Mohamed,53326219737048035972,80716591236,66121577,0.0,rachat,MONASTIR,2025-05-27,106.724,0
HADDAD,Mohamed,53326219737048035972,80716591236,66121577,38044.46,souscription,MONASTIR,2025-07-18,100.117,380
HADDAD,Mohamed,53326219737048035972,80716591236,66121577,25390.296,souscription,MONASTIR,2022-06-08,107.586,236
HAJJAJ,ECHA,62668158114999781465,87723113540,10264685,78005.822,souscription,GABES,2016-04-25,103.046,757
HAJJAJ,ECHA,62668158114999781465,87723113540,10264685,58672.026,rachat,GABES,2023-10-02,105.147,558
HAJJAJ,ECHA,62668158114999781465,87723113540,10264685,12418.23,souscription,GABES,2017-06-13,102.63,121
HAJJAJ,ECHA,62668158114999781465,87723113540,10264685,30326.373,souscription,GABES,2017-12-27,102.109,297
HAJJAJ,ECHA,62668158114999781465,87723113540,10264685,10455.588,souscription,GABES,2023-07-09,105.612,99
HALLALI,Rami,68622743751335507528,40599609380,29177718,0.0,rachat,PASTEUR,2020-01-12,106.003,0
HALLALI,Rami,68622743751335507528,40599609380,29177718,0.0,rachat,PASTEUR,2021-12-25,100.082,0
HALLALI,Rami,68622743751335507528,40599609380,29177718,0.0,rachat,PASTEUR,2023-08-27,102.523,0
HALLALI,Rami,68622743751335507528,40599609380,29177718,0.0,rachat,PASTEUR,2014-07-23,105.98,0
HALLALI,Rami,68622743751335507528,40599609380,29177718,98675.808,souscription,PASTEUR,2021-08-25,106.792,924
HAMDI,SABRI,14115983565730625180,8080115602,13865043,0.0,rachat,MANOUBA,2016-12-15,109.876,0
HAMDI,SABRI,14115983565730625180,8080115602,13865043,0.0,rachat,MANOUBA,2023-11-09,110.191,0
HAMDI,SABRI,14115983565730625180,8080115602,13865043,54874.126,souscription,MANOUBA,2022-09-06,106.759,514
HAMDI,SABRI,14115983565730625180,8080115602,13865043,40574.4,rachat,MANOUBA,2014-01-23,101.436,400
HAMDI,SABRI,14115983565730625180,8080115602,13865043,43328.52,souscription,MANOUBA,2019-01-27,100.764,430
HAMZA,Mohamed,25425571036922449283,767352732,76033613,0.0,rachat,MEGRINE,2021-12-23,102.52,0
HAMZA,Mohamed,25425571036922449283,767352732,76033613,0.0,rachat,MEGRINE,2018-03-10,108.086,0
HAMZA,Mohamed,25425571036922449283,767352732,76033613,0.0,rachat,MEGRINE,2021-01-04,102.515,0
HAMZA,Mohamed,25425571036922449283,767352732,76033613,0.0,rachat,MEGRINE,2019-03-19,102.81,0
HAMZA,Mohamed,25425571036922449283,767352732,76033613,10807.996,souscription,MEGRINE,2015-07-17,104.932,103
HENNI,Firas,42751664740831381314,85354262136,15877137,0.0,rachat,LAC II,2019-01-24,106.411,0
HENNI,Firas,42751664740831381314,85354262136,15877137,79946.643,souscription,LAC II,2017-06-15,110.883,721
HENNI,Firas,42751664740831381314,85354262136,15877137,25179.174,rachat,LAC II,2025-03-10,103.618,243
HENNI,Firas,42751664740831381314,85354262136,15877137,92037.85,souscription,LAC II,2023-08-01,100.15,919
Habach,Abdelhafed,43890528458878354431,47457128448,52656402,103397.684,souscription,DJERBA,2023-07-25,107.482,962
Habach,Abdelhafed,43890528458878354431,47457128448,52656402,66256.718,rachat,DJERBA,2025-10-12,108.086,613
Habach,Abdelhafed,43890528458878354431,47457128448,52656402,37959.334,rachat,DJERBA,2018-04-13,108.766,349
Habach,Abdelhafed,43890528458878354431,47457128448,52656402,25753.44,souscription,DJERBA,2017-01-01,107.306,240
Haddad,Hassine,00674435528606441359,62786534721,23955834,52100.155,souscription,SFAX,2017-07-14,107.423,485
Haddad,Hassine,00674435528606441359,62786534721,23955834,58640.932,souscription,SFAX,2017-09-12,107.009,548
Haddad,Hassine,00674435528606441359,62786534721,23955834,49465.352,souscription,SFAX,2018-01-18,103.484,478
Haddad,Hassine,00674435528606441359,62786534721,23955834,78306.098,rachat,SFAX,2014-04-15,102.094,767
Haddad,Hassine,00674435528606441359,62786534721,23955834,84967.904,souscription,SFAX,2016-02-04,100.912,842
Haje,Abed ElRahmane,08798622142512400986,84487675267,30273991,0.0,rachat,LA MARSA,2022-04-04,110.765,0
Haje,Abed ElRahmane,08798622142512400986,84487675267,30273991,98429.58,souscription,LA MARSA,2022-08-03,101.265,972
Haje,Abed ElRahmane,08798622142512400986,84487675267,30273991,16360.742,rachat,LA MARSA,2017-11-28,103.549,158
Haje,Abed ElRahmane,08798622142512400986,84487675267,30273991,16571.193,souscription,LA MARSA,2020-01-16,105.549,157
Haje,Abed ElRahmane,08798622142512400986,84487675267,30273991,88974.365,souscription,LA MARSA,2018-11-14,109.171,815
Hamdi,Habib,62038404774803217681,40710148811,81890348,0.0,rachat,KAIROUAN,2019-07-05,110.102,0
Hamdi,Habib,62038404774803217681,40710148811,81890348,24830.712,souscription,KAIROUAN,2021-01-27,102.184,243
Hamdi,Habib,62038404774803217681,40710148811,81890348,25401.762,rachat,KAIROUAN,2021-12-11,104.534,243
Hamdi,Habib,62038404774803217681,40710148811,81890348,107064.672,souscription,KAIROUAN,2025-11-16,110.604,968
Hamdi,Habib,81773001811566857510,35513301247,22740364,23513.544,souscription,NABEUL,2021-12-31,108.859,216
Hammami,Amira,01751631588722143638,60255606157,20351108,36886.41,souscription,MOKNINE,2015-01-30,110.77,333
Hammami,Amira,01751631588722143638,60255606157,20351108,33603.03,rachat,MOKNINE,2025-05-27,100.91,333
Hammami,Amira,01751631588722143638,60255606157,20351108,0.0,rachat,MOKNINE,2020-03-13,109.503,0
Hammami,Amira,01751631588722143638,60255606157,20351108,66786.048,souscription,MOKNINE,2015-03-15,101.808,656
Hammami,Amira,01751631588722143638,60255606157,20351108,66329.472,rachat,MOKNINE,2025-10-21,101.112,656
Hassine,Ahmed,16048661727296135848,74620017048,39271823,0.0,rachat,MEGRINE,2021-01-03,100.657,0
Hassine,Ahmed,16048661727296135848,74620017048,39271823,18191.775,souscription,MEGRINE,2025-03-07,103.953,175
Hassine,Ahmed,16048661727296135848,74620017048,39271823,85783.098,souscription,MEGRINE,2018-08-05,104.359,822
Hassine,Ahmed,16048661727296135848,74620017048,39271823,41924.178,souscription,MEGRINE,2015-03-19,104.289,402
Hassine,Ahmed,16048661727296135848,74620017048,39271823,54040.204,souscription,MEGRINE,2018-10-15,103.724,521
Hmidi,Meftah,04926924629157387662,63652898476,16304168,37131.225,souscription,LAC II,2021-06-10,101.175,367
Hmidi,Meftah,04926924629157387662,63652898476,16304168,88662.031,souscription,LAC II,2021-08-23,102.737,863
Hmidi,Meftah,04926924629157387662,63652898476,16304168,29556.63,rachat,LAC II,2015-10-03,109.469,270
Hmidi,Meftah,04926924629157387662,63652898476,16304168,23700.498,souscription,LAC II,2023-01-11,106.759,222
Idrissi,Hassine,95815137686015628655,10120894747,24930841,6053.112,souscription,KAIROUAN,2017-06-27,104.364,58
Idrissi,Hassine,95815137686015628655,10120894747,24930841,6117.782,rachat,KAIROUAN,2025-11-20,105.479,58
Idrissi,Hassine,95815137686015628655,10120894747,24930841,0.0,rachat,KAIROUAN,2021-07-24,103.38,0
Idrissi,Hassine,95815137686015628655,10120894747,24930841,0.0,rachat,KAIROUAN,2018-07-26,109.303,0
Iskander,Chedi,27517477517557018766,49887550533,99151907,0.0,rachat,BOUMHEL,2020-09-26,107.333,0
Iskander,Chedi,27517477517557018766,49887550533,99151907,0.0,rachat,BOUMHEL,2024-12-13,107.26,0
Iskander,Chedi,27517477517557018766,49887550533,99151907,0.0,rachat,BOUMHEL,2020-07-01,101.997,0
Iskander,Chedi,27517477517557018766,49887550533,99151907,0.0,rachat,BOUMHEL,2024-03-16,105.216,0
Iskander,Chedi,27517477517557018766,49887550533,99151907,0.0,rachat,BOUMHEL,2019-11-10,102.821,0
Issa,Ahmed,33598285691955111904,74908737966,64976737,0.0,rachat,ARIANA,2021-06-08,104.29,0
Issa,Ahmed,33598285691955111904,74908737966,64976737,1915.96,souscription,ARIANA,2023-03-02,100.84,19
Issa,Ahmed,33598285691955111904,74908737966,64976737,1946.588,rachat,ARIANA,2023-12-13,102.452,19
Issa,Ahmed,48932875090522529543,16388642288,35646262,50387.455,souscription,PASTEUR,2014-03-30,103.465,487
Issa,Ahmed,48932875090522529543,16388642288,35646262,45895.707,souscription,PASTEUR,2014-03-16,106.983,429
Issa,Ahmed,48932875090522529543,16388642288,35646262,96821.2,rachat,PASTEUR,2016-11-17,105.7,916
Issa,Ahmed,49633683355602855424,14104167163,83601615,0.0,rachat,JENDOUBA,2018-12-20,105.293,0
Issa,Ahmed,49633683355602855424,14104167163,83601615,11588.421,souscription,JENDOUBA,2017-07-08,108.303,107
Issa,Ahmed,86531752696517005486,67110354339,79194774,83571.752,souscription,ENNASR,2022-11-18,102.668,814
Issa,Ahmed,86531752696517005486,67110354339,79194774,32761.278,souscription,ENNASR,2015-12-15,107.063,306
Issa,Ahmed,86531752696517005486,67110354339,79194774,97012.224,souscription,ENNASR,2021-03-25,109.248,888
Issa,Asma,68707720722049698687,93973996483,72015428,0.0,rachat,MANOUBA,2019-08-17,104.679,0
Issa,Asma,68707720722049698687,93973996483,72015428,60142.671,souscription,MANOUBA,2016-09-12,100.071,601
Issa,Asma,68707720722049698687,93973996483,72015428,5546.476,souscription,MANOUBA,2024-08-23,106.663,52
Issa,Asma,68707720722049698687,93973996483,72015428,69452.427,rachat,MANOUBA,2023-03-11,106.359,653
Issa,Asma,68707720722049698687,93973996483,72015428,10075.247,souscription,MANOUBA,2024-02-22,110.717,91
JAFFAR,Tawfik,90807880109197461757,72227301912,61283486,61235.424,souscription,BEJA,2019-08-04,102.744,596
JAFFAR,Tawfik,90807880109197461757,72227301912,61283486,82362.764,souscription,BEJA,2018-02-13,108.658,758
JAFFAR,Tawfik,90807880109197461757,72227301912,61283486,38335.344,rachat,BEJA,2016-08-05,103.052,372
JAFFAR,Tawfik,90807880109197461757,72227301912,61283486,25803.25,rachat,BEJA,2021-07-21,106.625,242
JAFFAR,Tawfik,90807880109197461757,72227301912,61283486,27005.93,souscription,BEJA,2022-12-04,104.27,259
JAMJER,Nouha,00547137503014772395,45508407664,45174509,48846.321,souscription,NABEUL,2019-09-23,106.419,459
JAMJER,Nouha,00547137503014772395,45508407664,45174509,81422.88,souscription,NABEUL,2025-06-06,105.744,770
JAMJER,Nouha,00547137503014772395,45508407664,45174509,91864.776,rachat,NABEUL,2025-11-11,101.396,906
JAMJER,Nouha,00547137503014772395,45508407664,45174509,15920.541,rachat,NABEUL,2022-08-26,108.303,147
JAMJER,Nouha,00547137503014772395,45508407664,45174509,68941.44,souscription,NABEUL,2020-04-25,107.721,640
JAMLI,HAMED,45969635644165032269,13131027434,36100954,0.0,rachat,JENDOUBA,2022-10-08,109.456,0
JAMLI,HAMED,45969635644165032269,13131027434,36100954,63986.934,souscription,JENDOUBA,2021-11-14,100.293,638
JAMLI,HAMED,45969635644165032269,13131027434,36100954,55321.173,rachat,JENDOUBA,2022-07-13,104.183,531
JAMLI,HAMED,45969635644165032269,13131027434,36100954,16346.08,souscription,JENDOUBA,2020-03-12,102.163,160
JAMOUI,MARWAN,86473158096989892477,38610805135,91014506,22052.191,souscription,KAIROUAN,2022-03-11,101.623,217
JAMOUI,MARWAN,86473158096989892477,38610805135,91014506,22754.62,rachat,KAIROUAN,2018-05-12,104.86,217
JAMOUI,MARWAN,86473158096989892477,38610805135,91014506,51484.3,souscription,KAIROUAN,2024-05-10,105.07,490
JAMOUI,MARWAN,86473158096989892477,38610805135,91014506,25303.878,rachat,KAIROUAN,2014-10-29,101.622,249
JAMOUI,MARWAN,86473158096989892477,38610805135,91014506,67280.904,souscription,KAIROUAN,2024-03-15,102.876,654
JAMOUINI,Achref,31092756157735487166,49937462772,37760930,0.0,rachat,LA MARSA,2024-07-12,110.136,0
JAMOUINI,Achref,31092756157735487166,49937462772,37760930,76373.16,souscription,LA MARSA,2014-06-19,100.491,760
JAMOUINI,Achref,31092756157735487166,49937462772,37760930,50843.396,rachat,LA MARSA,2014-11-11,109.106,466
JAMOUINI,Achref,31092756157735487166,49937462772,37760930,74604.915,souscription,LA MARSA,2019-09-29,107.655,693
JARHALLA,HAMDI,57042176964841234264,87850355701,3556481,0.0,rachat,HRAIRIA,2020-01-14,103.165,0
JARHALLA,HAMDI,57042176964841234264,87850355701,3556481,0.0,rachat,HRAIRIA,2014-12-25,107.133,0
JARHALLA,HAMDI,57042176964841234264,87850355701,3556481,0.0,rachat,HRAIRIA,2016-08-15,105.046,0
JARHALLA,HAMDI,57042176964841234264,87850355701,3556481,0.0,rachat,HRAIRIA,2019-11-11,106.845,0
JEBI,Hakim,31818958820024288224,60350696235,91646457,0.0,rachat,MOKNINE,2015-05-03,101.097,0
JEBI,Hakim,31818958820024288224,60350696235,91646457,20809.327,souscription,MOKNINE,2015-07-23,102.509,203
JEBI,Hakim,31818958820024288224,60350696235,91646457,31705.944,souscription,MOKNINE,2017-06-13,108.582,292
JEBI,Hakim,31818958820024288224,60350696235,91646457,21195.824,rachat,MOKNINE,2019-07-19,101.903,208
JEBI,Hakim,31818958820024288224,60350696235,91646457,85530.036,souscription,MOKNINE,2023-01-03,102.554,834
JEDDI,SARRA,63746926743772541751,72891501407,52639476,34286.436,souscription,SFAX,2018-04-20,102.654,334
JEDDI,SARRA,63746926743772541751,72891501407,52639476,36576.34,rachat,SFAX,2016-09-05,109.51,334
JEDDI,SARRA,63746926743772541751,72891501407,52639476,80005.484,souscription,SFAX,2024-04-07,109.148,733
JEDDI,SARRA,63746926743772541751,72891501407,52639476,78296.128,rachat,SFAX,2023-12-09,106.816,733
JEDDI,SARRA,63746926743772541751,72891501407,52639476,0.0,rachat,SFAX,2021-04-02,103.095,0
JEDID,WALID,57298946721140186586,70772995300,28074308,0.0,rachat,KRAM,2019-11-23,105.114,0
JEDID,WALID,57298946721140186586,70772995300,28074308,32756.472,souscription,KRAM,2016-08-31,106.008,309
JEDID,WALID,57298946721140186586,70772995300,28074308,32186.676,rachat,KRAM,2024-11-08,104.164,309
JEDID,WALID,57298946721140186586,70772995300,28074308,58844.619,souscription,KRAM,2022-12-19,107.577,547
JEGHEM,MUNIR,61753472230877956582,80950517295,85779633,0.0,rachat,MEGRINE,2015-04-16,101.714,0
JEGHEM,MUNIR,61753472230877956582,80950517295,85779633,75618.777,souscription,MEGRINE,2024-01-15,110.071,687
JEGHEM,MUNIR,61753472230877956582,80950517295,85779633,20412.414,rachat,MEGRINE,2020-12-07,103.093,198
JEGHEM,MUNIR,61753472230877956582,80950517295,85779633,49999.761,rachat,MEGRINE,2015-01-20,102.249,489
JEGHEM,MUNIR,61753472230877956582,80950517295,85779633,73121.373,souscription,MEGRINE,2023-05-05,102.843,711
JELASSI,AMINE,79175105694978367516,64571122,3966543,10936.485,souscription,CENTRALE CUN,2015-06-16,104.157,105
JELASSI,AMINE,79175105694978367516,64571122,3966543,86857.65,souscription,CENTRALE CUN,2024-08-12,105.282,825
JELASSI,AMINE,79175105694978367516,64571122,3966543,102275.82,rachat,CENTRALE CUN,2020-04-07,109.974,930
JELASSI,AMINE,79175105694978367516,64571122,3966543,0.0,rachat,CENTRALE CUN,2024-03-12,101.207,0
JELLI,Achref,32097439432430299761,71686267024,54150232,8253.333,souscription,BIZERTE,2017-06-19,101.893,81
JELLI,Achref,32097439432430299761,71686267024,54150232,12037.26,souscription,BIZERTE,2023-08-27,105.59,114
JELLI,Achref,32097439432430299761,71686267024,54150232,20512.44,rachat,BIZERTE,2017-09-18,105.192,195
JELLI,Achref,32097439432430299761,71686267024,54150232,0.0,rachat,BIZERTE,2018-07-19,101.107,0
JELLOUZI,Haifa,99260334663625198453,14191684631,24123380,52580.346,souscription,L'AOUINA,2016-08-03,108.862,483
JELLOUZI,Haifa,99260334663625198453,14191684631,24123380,20797.952,souscription,L'AOUINA,2015-07-24,106.112,196
JELLOUZI,Haifa,99260334663625198453,14191684631,24123380,40666.903,rachat,L'AOUINA,2025-07-28,110.809,367
JELLOUZI,Haifa,99260334663625198453,14191684631,24123380,33074.184,rachat,L'AOUINA,2018-05-03,106.007,312
JELLOUZI,Haifa,99260334663625198453,14191684631,24123380,12974.04,souscription,L'AOUINA,2023-11-01,105.48,123
JEMAI,Mohamed,98996462143473869675,21285939213,70002955,27387.952,souscription,MEGRINE,2022-02-11,100.691,272
JEMAI,Mohamed,98996462143473869675,21285939213,70002955,1220.724,rachat,MEGRINE,2020-07-20,101.727,12
JEMAI,Mohamed,98996462143473869675,21285939213,70002955,28493.92,rachat,MEGRINE,2024-01-31,109.592,260
JEMAI,Mohamed,98996462143473869675,21285939213,70002955,0.0,rachat,MEGRINE,2022-11-16,100.625,0
JEMELLA,WALID,71479412543341819198,5399919684,52769430,0.0,rachat,BIZERTE,2021-08-23,108.548,0
JEMELLA,WALID,71479412543341819198,5399919684,52769430,30280.824,souscription,BIZERTE,2015-01-18,102.996,294
JEMELLA,WALID,71479412543341819198,5399919684,52769430,62359.573,souscription,BIZERTE,2025-01-21,101.069,617
JEMELLA,WALID,71479412543341819198,5399919684,52769430,84344.64,rachat,BIZERTE,2023-09-13,102.36,824
JEMMALI,Ahmed,50669937533113475367,28454090327,90105207,0.0,rachat,MONASTIR,2020-07-25,105.523,0
JEMMALI,Ahmed,50669937533113475367,28454090327,90105207,7939.991,souscription,MONASTIR,2024-01-02,108.767,73
JEMMALI,Ahmed,50669937533113475367,28454090327,90105207,32361.112,souscription,MONASTIR,2019-12-22,107.156,302
JEMMALI,Ahmed,50669937533113475367,28454090327,90105207,21443.256,souscription,MONASTIR,2016-07-27,105.114,204
JEMMALI,Ahmed,50669937533113475367,28454090327,90105207,79351.125,souscription,MONASTIR,2024-10-17,102.125,777
Jazzi,Azza,01046790649026906400,39923931444,22758870,103828.758,souscription,BARDO,2019-09-20,105.303,986
Jazzi,Azza,18160647396543644014,15946647954,27065184,0.0,rachat,EL MENZAH 4,2018-06-25,100.747,0
Jazzi,Azza,24232307361151513672,60890467131,55278510,0.0,rachat,LA MARSA,2025-06-24,104.608,0
Jazzi,Azza,35421808065622031972,26764978680,73724262,67606.048,souscription,KAIROUAN,2014-05-24,103.058,656
Jazzi,Azza,35969839270801786265,42977620405,97987913,0.0,rachat,KRAM,2022-04-10,104.026,0
Jazzi,Azza,46716067180502527413,54191891770,74456640,0.0,rachat,ARIANA,2017-04-05,107.644,0
Jazzi,Azza,46716067180502527413,54191891770,74456640,104679.63,souscription,ARIANA,2019-12-12,110.655,946
Jazzi,Azza,46716067180502527413,54191891770,74456640,38291.652,souscription,ARIANA,2014-12-31,103.212,371
Jazzi,Azza,46716067180502527413,54191891770,74456640,19671.6,rachat,ARIANA,2021-11-29,100.88,195
Jazzi,Azza,46716067180502527413,54191891770,74456640,7532.238,rachat,ARIANA,2017-07-17,101.787,74
Jazzi,Azza,47972181831903883850,21920374120,55809577,13259.664,souscription,BEJA,2015-09-13,109.584,121
Jazzi,Azza,51611100642095081065,93254412513,45455228,42828.762,souscription,PASTEUR,2020-10-23,100.537,426
Jazzi,Azza,62916126304878986340,30342915760,28238326,0.0,rachat,MEGRINE,2017-04-14,101.319,0
Jazzi,Azza,62916126304878986340,30342915760,28238326,22641.696,souscription,MEGRINE,2024-06-03,101.079,224
Jazzi,Azza,62916126304878986340,30342915760,28238326,102321.337,souscription,MEGRINE,2016-03-23,109.201,937
Jazzi,Azza,62916126304878986340,30342915760,28238326,34751.364,rachat,MEGRINE,2016-11-14,104.046,334
Jazzi,Azza,62916126304878986340,30342915760,28238326,25022.824,rachat,MEGRINE,2025-11-15,107.857,232
Jazzi,Azza,63870117039486786449,2890176893,95529834,58819.502,souscription,KAIROUAN,2025-02-15,102.473,574
Jazzi,Azza,64506530831714570034,24437550525,4638552,15465.157,souscription,MOKNINE,2017-04-20,103.793,149
Jazzi,Azza,72404572298336175284,6496072622,65577509,17479.347,souscription,MSAKEN,2016-10-30,109.933,159
